age,job,education,balance,contact,deposit
70,services,secondary,323.74,cellular,no
30,admin.,primary,3540.66,unknown,yes
71,unemployed,primary,2027.72,cellular,yes
74,admin.,secondary,3723.93,unknown,yes
21,retired,tertiary,5274.35,cellular,no
92,management,secondary,3251.22,cellular,yes
66,management,secondary,1417.24,cellular,yes
24,unknown,tertiary,1922.34,cellular,no
28,admin.,tertiary,749.19,unknown,no
71,blue-collar,tertiary,1749.66,cellular,no
62,admin.,secondary,627.7,cellular,no
40,admin.,secondary,553.68,cellular,no
45,management,secondary,263.95,unknown,no
74,admin.,secondary,1573.07,unknown,yes
43,blue-collar,tertiary,2397.29,cellular,yes
42,management,secondary,2600.9,cellular,no
71,admin.,secondary,2752.33,cellular,no
46,admin.,secondary,7631.12,unknown,no
53,retired,tertiary,351.99,cellular,no
31,blue-collar,tertiary,5672.22,cellular,yes
52,management,tertiary,1180.69,cellular,no
47,management,secondary,4332.63,unknown,yes
34,blue-collar,secondary,715.39,cellular,yes
84,retired,secondary,1722.64,cellular,yes
47,technician,secondary,730.55,cellular,no
62,retired,secondary,7285.09,cellular,yes
68,retired,secondary,4000.91,telephone,yes
64,blue-collar,tertiary,1104.26,unknown,no
70,retired,unknown,3216.58,unknown,no
81,self-employed,secondary,416.99,cellular,no
55,technician,primary,2634.49,unknown,yes
81,self-employed,secondary,2303.61,cellular,no
24,management,tertiary,611.32,cellular,no
39,blue-collar,tertiary,594.55,unknown,no
58,admin.,primary,3238.13,cellular,no
91,management,secondary,1960.81,cellular,yes
27,blue-collar,secondary,7026.24,cellular,no
74,blue-collar,secondary,701.35,cellular,yes
24,admin.,secondary,847.49,unknown,no
67,management,primary,837.31,cellular,no
69,admin.,tertiary,3392.94,unknown,no
50,student,tertiary,607.08,unknown,no
18,housemaid,tertiary,942.62,unknown,yes
70,admin.,primary,4093.7,unknown,yes
77,unemployed,secondary,2544.77,cellular,no
51,housemaid,secondary,399.24,cellular,no
21,services,primary,1890.27,cellular,yes
34,blue-collar,secondary,1292.99,cellular,yes
21,management,secondary,1625.65,cellular,yes
60,blue-collar,secondary,446.4,unknown,no
21,services,tertiary,525.07,cellular,no
18,services,tertiary,3944.81,unknown,yes
88,management,secondary,506.78,unknown,yes
67,technician,tertiary,335.9,unknown,no
90,unemployed,tertiary,3217.45,unknown,yes
78,services,primary,6683.0,cellular,yes
52,management,tertiary,4640.11,unknown,yes
25,housemaid,tertiary,2748.95,cellular,no
41,management,tertiary,3596.29,telephone,no
53,management,secondary,789.37,unknown,no
67,self-employed,secondary,1061.02,cellular,yes
60,entrepreneur,secondary,1727.57,unknown,no
44,technician,secondary,2017.89,cellular,no
49,management,secondary,3637.41,cellular,yes
35,student,secondary,2731.82,cellular,no
45,management,secondary,837.92,unknown,no
46,management,secondary,1958.88,unknown,no
33,technician,secondary,352.11,cellular,no
64,admin.,tertiary,1412.22,cellular,yes
76,blue-collar,primary,1872.24,cellular,no
48,blue-collar,tertiary,929.65,cellular,yes
21,self-employed,secondary,2260.8,cellular,yes
54,blue-collar,secondary,433.44,unknown,no
34,technician,secondary,1066.85,cellular,no
56,admin.,secondary,3423.93,unknown,yes
65,student,tertiary,1322.3,cellular,no
63,services,secondary,2286.24,cellular,no
65,services,tertiary,619.01,cellular,no
56,housemaid,tertiary,220.65,cellular,no
21,management,secondary,1436.14,cellular,yes
47,technician,tertiary,573.23,cellular,no
47,entrepreneur,secondary,1424.21,cellular,no
39,student,secondary,3402.06,unknown,no
92,admin.,tertiary,1019.8,cellular,no
83,entrepreneur,unknown,1871.22,cellular,yes
29,management,primary,259.12,cellular,no
53,management,primary,1471.4,cellular,yes
35,housemaid,secondary,313.28,cellular,no
70,student,secondary,2342.98,cellular,yes
88,technician,secondary,1366.19,cellular,yes
18,technician,secondary,1582.74,cellular,yes
75,admin.,secondary,2687.86,cellular,yes
23,management,tertiary,1498.58,cellular,no
87,admin.,tertiary,444.27,cellular,no
61,management,primary,3025.15,unknown,yes
89,admin.,primary,2428.7,cellular,no
41,management,secondary,752.62,cellular,no
36,admin.,primary,2405.01,cellular,yes
35,unemployed,secondary,613.48,telephone,no
47,technician,secondary,2274.12,cellular,yes
59,services,tertiary,3803.61,cellular,no
50,entrepreneur,secondary,820.49,unknown,no
91,blue-collar,primary,2716.48,cellular,yes
29,technician,tertiary,927.25,telephone,no
44,admin.,primary,579.21,cellular,no
56,blue-collar,unknown,123.9,cellular,no
26,management,tertiary,2161.5,cellular,yes
38,blue-collar,secondary,-3.59,unknown,no
93,management,secondary,427.44,cellular,no
46,services,secondary,2361.3,cellular,no
50,management,secondary,1942.1,cellular,no
79,blue-collar,primary,344.82,cellular,no
32,housemaid,secondary,2359.22,cellular,yes
19,admin.,unknown,4142.74,unknown,no
69,management,tertiary,820.55,cellular,yes
61,admin.,secondary,1042.75,cellular,no
71,management,secondary,2448.26,unknown,yes
35,entrepreneur,secondary,1783.38,unknown,no
20,services,secondary,403.58,unknown,no
24,self-employed,tertiary,1269.19,telephone,yes
60,retired,secondary,2577.96,cellular,no
55,self-employed,tertiary,7433.7,cellular,yes
54,blue-collar,secondary,2372.99,cellular,no
75,admin.,tertiary,5254.28,cellular,yes
50,technician,primary,2205.45,cellular,yes
76,management,secondary,4298.29,unknown,no
28,technician,secondary,2193.0,cellular,yes
85,management,tertiary,7812.41,cellular,yes
85,management,unknown,362.25,unknown,no
39,self-employed,secondary,2623.5,unknown,no
83,management,secondary,960.44,unknown,yes
61,blue-collar,secondary,543.79,cellular,yes
23,self-employed,secondary,1309.75,telephone,no
59,entrepreneur,secondary,726.18,cellular,no
42,technician,secondary,369.97,unknown,no
74,management,tertiary,5933.08,cellular,no
72,services,secondary,2122.05,cellular,yes
33,management,secondary,3883.36,cellular,no
31,services,secondary,10748.99,telephone,no
56,blue-collar,primary,830.01,cellular,no
45,management,secondary,1250.85,unknown,yes
68,management,unknown,1340.94,cellular,yes
66,student,tertiary,2374.61,cellular,yes
26,admin.,secondary,1500.51,cellular,no
75,management,secondary,1045.21,cellular,no
62,blue-collar,tertiary,1876.52,unknown,yes
39,technician,tertiary,2828.3,cellular,yes
49,retired,tertiary,1066.05,unknown,no
86,technician,tertiary,793.0,cellular,yes
86,entrepreneur,tertiary,3009.01,cellular,no
59,services,secondary,1515.81,unknown,yes
70,services,primary,917.97,unknown,no
76,management,tertiary,820.01,unknown,yes
91,technician,secondary,2520.11,cellular,no
56,services,tertiary,641.13,cellular,no
32,management,tertiary,340.7,cellular,no
88,services,secondary,1441.93,cellular,no
46,management,secondary,3790.09,cellular,no
20,management,secondary,5104.05,cellular,yes
27,management,secondary,626.77,cellular,no
46,blue-collar,secondary,2161.25,cellular,no
52,services,secondary,201.94,cellular,no
23,technician,secondary,2967.71,cellular,yes
29,blue-collar,secondary,4981.19,unknown,yes
55,unemployed,primary,2051.51,unknown,yes
94,technician,secondary,5515.39,unknown,yes
36,management,secondary,4115.4,cellular,no
84,management,secondary,1417.86,cellular,yes
25,management,tertiary,3993.94,cellular,yes
25,blue-collar,secondary,1176.68,unknown,no
64,admin.,secondary,3753.13,cellular,yes
21,blue-collar,secondary,4043.51,cellular,yes
68,admin.,unknown,3443.67,cellular,no
84,management,tertiary,1853.9,cellular,no
62,blue-collar,secondary,713.04,unknown,no
25,management,secondary,2592.67,cellular,no
33,technician,secondary,351.41,cellular,no
94,student,secondary,5974.36,cellular,yes
84,entrepreneur,tertiary,211.29,cellular,no
26,blue-collar,secondary,1547.92,telephone,no
77,management,tertiary,219.03,cellular,no
94,technician,secondary,1166.68,cellular,no
88,self-employed,tertiary,1646.31,cellular,no
32,management,secondary,2070.01,unknown,no
88,unemployed,secondary,2489.18,unknown,no
58,services,tertiary,1734.65,unknown,no
39,services,secondary,1090.8,cellular,yes
41,student,tertiary,3716.61,cellular,yes
61,management,primary,2692.86,cellular,no
18,technician,secondary,979.39,unknown,yes
27,technician,primary,3017.66,cellular,yes
89,management,secondary,5622.07,cellular,yes
73,admin.,secondary,2249.34,cellular,yes
67,management,tertiary,1085.3,cellular,yes
29,management,tertiary,4201.93,cellular,yes
77,blue-collar,secondary,1020.2,unknown,no
43,services,tertiary,1871.77,cellular,no
58,student,unknown,1244.32,cellular,no
53,technician,secondary,4217.0,cellular,no
40,management,primary,1661.42,cellular,no
60,admin.,tertiary,545.78,cellular,no
23,blue-collar,primary,3749.12,unknown,yes
86,student,secondary,868.3,cellular,no
60,blue-collar,tertiary,3858.39,cellular,yes
42,management,secondary,897.25,telephone,no
35,management,primary,2390.47,cellular,yes
79,unemployed,tertiary,6641.27,cellular,yes
30,self-employed,secondary,1437.85,unknown,no
60,student,secondary,3547.56,cellular,yes
45,management,primary,825.71,unknown,yes
35,student,tertiary,2193.23,cellular,no
76,technician,secondary,1668.88,unknown,yes
77,technician,secondary,2278.17,cellular,yes
80,admin.,primary,5845.53,unknown,yes
74,technician,secondary,1312.86,unknown,no
68,blue-collar,secondary,2267.2,cellular,yes
73,unemployed,primary,207.85,unknown,no
44,blue-collar,secondary,818.91,cellular,yes
49,retired,secondary,3554.89,cellular,yes
26,management,secondary,2726.07,cellular,yes
85,blue-collar,primary,1313.68,cellular,no
63,management,secondary,3536.68,unknown,no
84,unemployed,tertiary,2920.01,cellular,yes
43,blue-collar,primary,2640.48,unknown,yes
25,blue-collar,secondary,1243.14,unknown,yes
23,management,primary,1771.39,unknown,no
41,entrepreneur,secondary,819.11,unknown,yes
65,technician,tertiary,751.05,telephone,no
62,management,secondary,5570.14,cellular,yes
30,blue-collar,tertiary,349.87,cellular,no
86,management,secondary,403.98,telephone,no
42,entrepreneur,secondary,204.1,unknown,no
37,services,primary,901.69,cellular,no
83,services,secondary,1006.38,telephone,no
91,entrepreneur,primary,565.57,unknown,no
62,management,secondary,1465.92,cellular,no
64,management,secondary,1489.81,unknown,no
80,services,primary,2199.16,unknown,no
93,technician,secondary,6248.46,cellular,yes
94,blue-collar,primary,1802.26,unknown,yes
72,admin.,secondary,1806.61,telephone,yes
92,entrepreneur,secondary,2052.3,unknown,yes
36,blue-collar,tertiary,2413.44,unknown,no
52,technician,secondary,2024.83,cellular,yes
70,blue-collar,secondary,1752.09,unknown,yes
43,retired,tertiary,1545.37,cellular,yes
31,technician,secondary,2124.29,cellular,no
62,technician,secondary,1587.81,cellular,no
61,management,primary,1469.31,unknown,no
82,blue-collar,primary,642.76,cellular,no
68,retired,secondary,5125.0,telephone,yes
60,management,tertiary,2373.5,unknown,no
40,blue-collar,tertiary,4887.03,cellular,yes
73,blue-collar,tertiary,2962.68,telephone,yes
36,retired,secondary,1402.97,cellular,no
93,blue-collar,unknown,2560.35,unknown,yes
72,services,secondary,1172.95,cellular,no
77,entrepreneur,tertiary,848.12,telephone,yes
76,retired,primary,5673.65,cellular,yes
50,blue-collar,tertiary,2122.39,cellular,yes
36,management,primary,1464.59,cellular,no
45,technician,secondary,7920.63,cellular,yes
69,management,secondary,6529.5,cellular,no
66,management,primary,1606.49,cellular,no
54,blue-collar,secondary,102.29,unknown,no
43,management,tertiary,1829.03,telephone,yes
57,unemployed,secondary,4703.73,unknown,yes
55,blue-collar,tertiary,615.81,cellular,no
94,blue-collar,tertiary,12757.49,cellular,yes
71,technician,secondary,425.47,cellular,no
39,student,secondary,3385.35,cellular,yes
33,unemployed,tertiary,1539.66,unknown,yes
45,blue-collar,secondary,1440.8,unknown,yes
52,services,tertiary,4929.85,cellular,yes
77,management,tertiary,1666.09,telephone,no
62,technician,secondary,525.07,cellular,no
63,management,tertiary,1122.13,cellular,yes
89,technician,secondary,2173.36,cellular,no
72,management,secondary,647.83,cellular,no
43,retired,secondary,3698.35,unknown,yes
42,management,tertiary,2780.88,cellular,yes
82,management,primary,1708.57,cellular,yes
23,entrepreneur,secondary,611.2,cellular,no
40,admin.,secondary,389.06,cellular,no
81,blue-collar,secondary,1540.14,cellular,yes
60,technician,tertiary,10830.24,cellular,no
40,admin.,secondary,479.03,cellular,no
47,technician,tertiary,679.61,cellular,no
94,blue-collar,secondary,800.1,cellular,no
35,management,primary,4682.21,cellular,yes
38,entrepreneur,tertiary,4010.14,cellular,yes
74,management,primary,2311.83,cellular,no
40,admin.,secondary,288.18,cellular,no
62,blue-collar,tertiary,1702.03,unknown,no
61,admin.,tertiary,1733.85,cellular,yes
64,blue-collar,tertiary,1320.9,cellular,no
57,technician,secondary,994.01,telephone,no
68,services,unknown,2532.61,cellular,no
59,blue-collar,secondary,675.6,unknown,no
24,self-employed,secondary,533.99,cellular,no
67,management,secondary,995.75,unknown,yes
65,blue-collar,tertiary,1332.25,cellular,yes
23,technician,tertiary,608.25,cellular,no
26,blue-collar,secondary,1905.54,cellular,yes
74,blue-collar,secondary,3538.02,unknown,no
48,technician,tertiary,3343.07,unknown,yes
38,services,secondary,1075.72,cellular,no
57,technician,primary,2723.61,unknown,no
62,management,primary,2425.37,cellular,no
94,technician,secondary,1020.8,cellular,no
66,retired,secondary,3026.58,cellular,yes
37,student,primary,2260.82,cellular,yes
34,admin.,secondary,531.3,unknown,no
45,management,secondary,735.32,cellular,no
58,management,secondary,1037.84,telephone,yes
83,housemaid,secondary,6709.96,unknown,no
42,management,primary,324.04,cellular,yes
75,management,tertiary,325.26,unknown,no
58,management,unknown,1239.85,unknown,yes
23,technician,secondary,3478.96,telephone,yes
92,admin.,secondary,3260.86,cellular,yes
55,management,unknown,2430.61,unknown,no
23,admin.,primary,1838.51,cellular,no
62,management,tertiary,1692.05,cellular,no
92,services,secondary,3488.66,cellular,yes
31,management,tertiary,2715.42,unknown,yes
83,technician,secondary,5616.29,cellular,yes
57,self-employed,tertiary,2754.88,cellular,no
20,housemaid,tertiary,4541.11,unknown,no
41,technician,tertiary,2629.96,cellular,no
36,services,tertiary,4821.09,cellular,yes
35,retired,tertiary,434.41,cellular,no
81,admin.,secondary,2295.44,cellular,yes
52,services,secondary,698.25,cellular,no
79,technician,tertiary,447.09,cellular,no
18,housemaid,secondary,2146.84,cellular,yes
42,unemployed,secondary,464.22,unknown,no
62,management,secondary,2112.1,cellular,yes
66,management,secondary,2369.76,cellular,no
33,self-employed,unknown,3922.99,cellular,yes
36,self-employed,secondary,2293.56,unknown,no
40,self-employed,tertiary,2801.06,cellular,no
42,technician,tertiary,5784.02,cellular,yes
33,technician,secondary,3581.65,cellular,no
71,blue-collar,primary,1309.74,unknown,no
90,management,secondary,6680.77,unknown,no
18,admin.,primary,345.0,cellular,no
59,admin.,secondary,2596.42,unknown,no
36,entrepreneur,secondary,1778.71,cellular,no
51,entrepreneur,secondary,3478.78,cellular,yes
72,services,secondary,7788.45,cellular,yes
35,housemaid,primary,3143.74,unknown,no
51,management,secondary,3089.78,unknown,no
62,blue-collar,tertiary,542.45,cellular,no
23,management,secondary,743.61,cellular,no
38,admin.,primary,316.26,cellular,no
87,management,tertiary,3237.99,cellular,yes
65,management,secondary,642.51,cellular,no
56,management,secondary,2622.02,unknown,yes
48,admin.,tertiary,3955.5,cellular,yes
27,student,secondary,2440.43,unknown,no
47,technician,secondary,1528.27,cellular,yes
35,technician,tertiary,1391.7,cellular,no
77,management,unknown,292.66,unknown,no
90,management,primary,3490.23,unknown,yes
32,management,tertiary,3990.54,cellular,yes
21,blue-collar,tertiary,1030.88,cellular,yes
80,management,unknown,1028.86,cellular,yes
57,retired,tertiary,2776.39,cellular,yes
26,blue-collar,secondary,2699.78,unknown,yes
26,admin.,primary,2193.14,unknown,no
43,management,secondary,1645.3,unknown,no
21,entrepreneur,secondary,886.03,cellular,yes
33,admin.,tertiary,466.78,unknown,no
32,management,secondary,391.92,cellular,no
69,unknown,secondary,1004.56,cellular,yes
86,services,secondary,657.03,cellular,no
22,management,tertiary,466.51,cellular,no
37,student,unknown,1454.66,cellular,no
35,technician,secondary,862.55,unknown,no
19,admin.,secondary,2717.18,cellular,yes
30,unemployed,secondary,1601.34,cellular,no
21,entrepreneur,tertiary,4045.53,unknown,yes
59,management,tertiary,1817.13,cellular,no
91,management,secondary,802.24,unknown,no
78,unemployed,secondary,3288.94,cellular,yes
25,blue-collar,tertiary,3892.23,unknown,no
84,technician,tertiary,771.22,unknown,no
80,admin.,secondary,360.17,unknown,no
26,management,secondary,3462.09,unknown,no
28,unemployed,secondary,5210.33,unknown,yes
59,housemaid,unknown,2201.36,cellular,yes
30,self-employed,primary,325.25,cellular,no
53,entrepreneur,tertiary,2740.93,cellular,no
